iteration,keepPower,keepPowerReadback
2126,0,0
2126,1,1
2128,0,0
2128,1,1
2130,0,0
2130,1,1
2132,0,0
2132,1,1
2134,0,0
2134,1,1
2136,0,0
2136,1,1
2138,0,0
2138,1,1
2140,0,0
2140,1,1
2142,0,0
2142,1,1
2144,0,0
2144,1,1
2146,0,0
2146,1,1
2148,0,0
2148,1,1
2150,0,0
2150,1,1
2152,0,0
2152,1,1
2154,0,0
2154,1,1
2156,0,0
2156,1,1
2158,0,0
2158,1,1
2160,0,0
2160,1,1
2162,0,0
2162,1,1
2164,0,0
2164,1,1
2166,0,0
2166,1,1
2168,0,0
2168,1,1
2170,0,0
2170,1,1
2172,0,0
2172,1,1
2174,0,0
2174,1,1
2176,0,0
2176,1,1
2178,0,0
2178,1,1
2180,0,0
2180,1,1
2182,0,0
2182,1,1
2184,0,0
2184,1,1
2186,0,0
2186,1,1
2188,0,0
2188,1,1
2190,0,0
2190,1,1
2192,0,0
2192,1,1
2194,0,0
2194,1,1
2196,0,0
2196,1,1
2198,0,0
2198,1,1
2200,0,0
2200,1,1
2202,0,0
2202,1,1
2204,0,0
2204,1,1
2206,0,0
2206,1,1
2208,0,0
2208,1,1
2210,0,0
2210,1,1
2212,0,0
2212,1,1
2214,0,0
2214,1,1
2216,0,0
2216,1,1
2218,0,0
2218,1,1
2220,0,0
2220,1,1
2222,0,0
2222,1,1
2224,0,0
2224,1,1
2226,0,0
2226,1,1
2228,0,0
2228,1,1
2230,0,0
2230,1,1
2232,0,0
2232,1,1
2234,0,0
2234,1,1
2236,0,0
2236,1,1
2238,0,0
2238,1,1
2240,0,0
2240,1,1
2242,0,0
2242,1,1
2244,0,0
2244,1,1
2246,0,0
2246,1,1
2248,0,0
2248,1,1
2250,0,0
2250,1,1
2252,0,0
2252,1,1
2254,0,0
2254,1,1
2256,0,0
2256,1,1
2258,0,0
2258,1,1
2260,0,0
2260,1,1
2262,0,0
2262,1,1
2264,0,0
2264,1,1
2266,0,0
2266,1,1
2268,0,0
2268,1,1
2270,0,0
2270,1,1
2272,0,0
2272,1,1
2274,0,0
2274,1,1
2276,0,0
2276,1,1
2278,0,0
2278,1,1
2280,0,0
2280,1,1
2282,0,0
2282,1,1
2284,0,0
2284,1,1
2286,0,0
2286,1,1
2288,0,0
2288,1,1
2290,0,0
2290,1,1
2292,0,0
2292,1,1
2294,0,0
2294,1,1
2296,0,0
2296,1,1
2298,0,0
2298,1,1
2300,0,0
2300,1,1
2302,0,0
2302,1,1
2304,0,0
2304,1,1
2306,0,0
2306,1,1
2308,0,0
2308,1,1
2310,0,0
2310,1,1
2312,0,0
2312,1,1
2314,0,0
2314,1,1
2316,0,0
2316,1,1
2318,0,0
2318,1,1
2320,0,0
2320,1,1
2322,0,0
2322,1,1
2324,0,0
2324,1,1
2326,0,0
2326,1,1
2328,0,0
2328,1,1
2330,0,0
2330,1,1
2332,0,0
2332,1,1
2334,0,0
2334,1,1
2336,0,0
2336,1,1
2338,0,0
2338,1,1
2340,0,0
2340,1,1
2342,0,0
2342,1,1
2344,0,0
2344,1,1
2346,0,0
2346,1,1
2348,0,0
2348,1,1
2350,0,0
2350,1,1
2352,0,0
2352,1,1
2354,0,0
2354,1,1
2356,0,0
2356,1,1
2358,0,0
2358,1,1
2360,0,0
2360,1,1
2362,0,0
2362,1,1
2364,0,0
2364,1,1
2366,0,0
2366,1,1
2368,0,0
2368,1,1
2370,0,0
2370,1,1
2372,0,0
2372,1,1
2374,0,0
2374,1,1
2376,0,0
2376,1,1
2378,0,0
2378,1,1
2380,0,0
2380,1,1
2382,0,0
2382,1,1
2384,0,0
2384,1,1
2386,0,0
2386,1,1
2388,0,0
2388,1,1
2390,0,0
2390,1,1
2392,0,0
2392,1,1
2394,0,0
2394,1,1
2396,0,0
2396,1,1
2398,0,0
2398,1,1
2400,0,0
2400,1,1
2402,0,0
2402,1,1
2404,0,0
2404,1,1
2406,0,0
2406,1,1
2408,0,0
2408,1,1
2410,0,0
2410,1,1
2412,0,0
2412,1,1
2414,0,0
2414,1,1
2416,0,0
2416,1,1
2418,0,0
2418,1,1
2420,0,0
2420,1,1
2422,0,0
2422,1,1
2424,0,0
2424,1,1
2426,0,0
2426,1,1
2428,0,0
2428,1,1
2430,0,0
2430,1,1
2432,0,0
2432,1,1
2434,0,0
2434,1,1
2436,0,0
2436,1,1
2438,0,0
2438,1,1
2440,0,0
2440,1,1
2442,0,0
2442,1,1
2444,0,0
2444,1,1
2446,0,0
2446,1,1
2448,0,0
2448,1,1
2450,0,0
2450,1,1
2452,0,0
2452,1,1
2454,0,0
2454,1,1
2456,0,0
2456,1,1
2458,0,0
2458,1,1
2460,0,0
2460,1,1
2462,0,0
2462,1,1
2464,0,0
2464,1,1
2466,0,0
2466,1,1
2468,0,0
2468,1,1
2470,0,0
2470,1,1
2472,0,0
2472,1,1
2474,0,0
2474,1,1
2476,0,0
2476,1,1
2478,0,0
2478,1,1
2480,0,0
2480,1,1
2482,0,0
2482,1,1
2484,0,0
2484,1,1
2486,0,0
2486,1,1
2488,0,0
2488,1,1
2490,0,0
2490,1,1
2492,0,0
2492,1,1
2494,0,0
2494,1,1
2496,0,0
2496,1,1
2498,0,0
2498,1,1
2500,0,0
2500,1,1
2502,0,0
2502,1,1
2504,0,0
2504,1,1
2506,0,0
2506,1,1
2508,0,0
2508,1,1
2510,0,0
2510,1,1
2512,0,0
2512,1,1
2514,0,0
2514,1,1
2516,0,0
2516,1,1
2518,0,0
2518,1,1
2520,0,0
2520,1,1
2522,0,0
2522,1,1
2524,0,0
2524,1,1
2526,0,0
2526,1,1
2528,0,0
2528,1,1
2530,0,0
2530,1,1
2532,0,0
2532,1,1
2534,0,0
2534,1,1
2536,0,0
2536,1,1
2538,0,0
2538,1,1
2540,0,0
2540,1,1
2542,0,0
2542,1,1
2544,0,0
2544,1,1
2546,0,0
2546,1,1
2548,0,0
2548,1,1
2550,0,0
2550,1,1
2552,0,0
2552,1,1
2554,0,0
2554,1,1
2556,0,0
2556,1,1
2558,0,0
2558,1,1
2560,0,0
2560,1,1
2562,0,0
2562,1,1
2564,0,0
2564,1,1
2566,0,0
2566,1,1
2568,0,0
2568,1,1
2570,0,0
2570,1,1
2572,0,0
2572,1,1
2574,0,0
2574,1,1
2576,0,0
2576,1,1
2578,0,0
2578,1,1
2580,0,0
2580,1,1
2582,0,0
2582,1,1
2584,0,0
2584,1,1
2586,0,0
2586,1,1
2588,0,0
2588,1,1
2590,0,0
2590,1,1
2592,0,0
2592,1,1
2594,0,0
2594,1,1
2596,0,0
2596,1,1
2598,0,0
2598,1,1
2600,0,0
2600,1,1
2602,0,0
2602,1,1
2604,0,0
2604,1,1
2606,0,0
2606,1,1
2608,0,0
2608,1,1
2610,0,0
2610,1,1
2612,0,0
2612,1,1
2614,0,0
2614,1,1
2616,0,0
2616,1,1
2618,0,0
2618,1,1
2620,0,0
2620,1,1
2622,0,0
2622,1,1
2624,0,0
2624,1,1
2626,0,0
2626,1,1
2628,0,0
2628,1,1
2630,0,0
2630,1,1
2632,0,0
2632,1,1
2634,0,0
2634,1,1
2636,0,0
2636,1,1
2638,0,0
2638,1,1
2640,0,0
2640,1,1
2642,0,0
2642,1,1
2644,0,0
2644,1,1
2646,0,0
2646,1,1
2648,0,0
2648,1,1
2650,0,0
2650,1,1
2652,0,0
2652,1,1
2654,0,0
2654,1,1
2656,0,0
2656,1,1
2658,0,0
2658,1,1
2660,0,0
2660,1,1
2662,0,0
2662,1,1
2664,0,0
2664,1,1
2666,0,0
2666,1,1
2668,0,0
2668,1,1
2670,0,0
2670,1,1
2672,0,0
2672,1,1
2674,0,0
2674,1,1
2676,0,0
2676,1,1
2678,0,0
2678,1,1
2680,0,0
2680,1,1
2682,0,0
2682,1,1
2684,0,0
2684,1,1
2686,0,0
2686,1,1
2688,0,0
2688,1,1
2690,0,0
2690,1,1
2692,0,0
2692,1,1
2694,0,0
2694,1,1
2696,0,0
2696,1,1
2698,0,0
2698,1,1
2700,0,0
2700,1,1
2702,0,0
2702,1,1
2704,0,0
2704,1,1
2706,0,0
2706,1,1
2708,0,0
2708,1,1
2710,0,0
2710,1,1
2712,0,0
2712,1,1
2714,0,0
2714,1,1
2716,0,0
2716,1,1
2718,0,0
2718,1,1
2720,0,0
2720,1,1
2722,0,0
2722,1,1
2724,0,0
2724,1,1
2726,0,0
2726,1,1
2728,0,0
2728,1,1
2730,0,0
2730,1,1
2732,0,0
2732,1,1
2734,0,0
2734,1,1
2736,0,0
2736,1,1
2738,0,0
2738,1,1
2740,0,0
2740,1,1
2742,0,0
2742,1,1
2744,0,0
2744,1,1
2746,0,0
2746,1,1
2748,0,0
2748,1,1
2750,0,0
2750,1,1
2752,0,0
2752,1,1
2754,0,0
2754,1,1
2756,0,0
2756,1,1
2758,0,0
2758,1,1
2760,0,0
2760,1,1
2762,0,0
2762,1,1
2764,0,0
2764,1,1
2766,0,0
2766,1,1
2768,0,0
2768,1,1
2770,0,0
2770,1,1
2772,0,0
2772,1,1
2774,0,0
2774,1,1
2776,0,0
2776,1,1
2778,0,0
2778,1,1
2780,0,0
2780,1,1
2782,0,0
2782,1,1
2784,0,0
2784,1,1
2786,0,0
2786,1,1
2788,0,0
2788,1,1
2790,0,0
2790,1,1
2792,0,0
2792,1,1
2794,0,0
2794,1,1
2796,0,0
2796,1,1
2798,0,0
2798,1,1
2800,0,0
2800,1,1
2802,0,0
2802,1,1
2804,0,0
2804,1,1
2806,0,0
2806,1,1
2808,0,0
2808,1,1
2810,0,0
2810,1,1
2812,0,0
2812,1,1
2814,0,0
2814,1,1
2816,0,0
2816,1,1
2818,0,0
2818,1,1
2820,0,0
2820,1,1
2822,0,0
2822,1,1
2824,0,0
2824,1,1
2826,0,0
2826,1,1
2828,0,0
2828,1,1
2830,0,0
2830,1,1
2832,0,0
2832,1,1
2834,0,0
2834,1,1
2836,0,0
2836,1,1
2838,0,0
2838,1,1
2840,0,0
2840,1,1
2842,0,0
2842,1,1
2844,0,0
2844,1,1
2846,0,0
2846,1,1
2848,0,0
2848,1,1
2850,0,0
2850,1,1
2852,0,0
2852,1,1
2854,0,0
2854,1,1
2856,0,0
2856,1,1
2858,0,0
2858,1,1
2860,0,0
2860,1,1
2862,0,0
2862,1,1
2864,0,0
2864,1,1
2866,0,0
2866,1,1
2868,0,0
2868,1,1
2870,0,0
2870,1,1
2872,0,0
2872,1,1
2874,0,0
2874,1,1
2876,0,0
2876,1,1
2878,0,0
2878,1,1
2880,0,0
2880,1,1
2882,0,0
2882,1,1
2884,0,0
2884,1,1
2886,0,0
2886,1,1
2888,0,0
2888,1,1
2890,0,0
2890,1,1
2892,0,0
2892,1,1
2894,0,0
2894,1,1
2896,0,0
2896,1,1
2898,0,0
2898,1,1
2900,0,0
2900,1,1
2902,0,0
2902,1,1
2904,0,0
2904,1,1
2906,0,0
2906,1,1
2908,0,0
2908,1,1
2910,0,0
2910,1,1
2912,0,0
2912,1,1
2914,0,0
2914,1,1
2916,0,0
2916,1,1
2918,0,0
2918,1,1
2920,0,0
2920,1,1
2922,0,0
2922,1,1
2924,0,0
2924,1,1
2926,0,0
2926,1,1
2928,0,0
2928,1,1
2930,0,0
2930,1,1
2932,0,0
2932,1,1
2934,0,0
2934,1,1
2936,0,0
2936,1,1
2938,0,0
2938,1,1
2940,0,0
2940,1,1
2942,0,0
2942,1,1
2944,0,0
2944,1,1
2946,0,0
2946,1,1
2948,0,0
2948,1,1
2950,0,0
2950,1,1
2952,0,0
2952,1,1
2954,0,0
2954,1,1
2956,0,0
2956,1,1
2958,0,0
2958,1,1
2960,0,0
2960,1,1
2962,0,0
2962,1,1
2964,0,0
2964,1,1
2966,0,0
2966,1,1
2968,0,0
2968,1,1
2970,0,0
2970,1,1
2972,0,0
2972,1,1
2974,0,0
2974,1,1
2976,0,0
2976,1,1
2978,0,0
2978,1,1
2980,0,0
2980,1,1
2982,0,0
2982,1,1
2984,0,0
2984,1,1
2986,0,0
2986,1,1
2988,0,0
2988,1,1
2990,0,0
2990,1,1
2992,0,0
2992,1,1
2994,0,0
2994,1,1
2996,0,0
2996,1,1
2998,0,0
2998,1,1
3000,0,0
3000,1,1
3002,0,0
3002,1,1
3004,0,0
3004,1,1
3006,0,0
3006,1,1
3008,0,0
3008,1,1
3010,0,0
3010,1,1
3012,0,0
3012,1,1
3014,0,0
3014,1,1
3016,0,0
3016,1,1
3018,0,0
3018,1,1
3020,0,0
3020,1,1
3022,0,0
3022,1,1
3024,0,0
3024,1,1
3026,0,0
3026,1,1
3028,0,0
3028,1,1
3030,0,0
3030,1,1
3032,0,0
3032,1,1
3034,0,0
3034,1,1
3036,0,0
3036,1,1
3038,0,0
3038,1,1
3040,0,0
3040,1,1
3042,0,0
3042,1,1
3044,0,0
3044,1,1
3046,0,0
3046,1,1
3048,0,0
3048,1,1
3050,0,0
3050,1,1
3052,0,0
3052,1,1
3054,0,0
3054,1,1
3056,0,0
3056,1,1
3058,0,0
3058,1,1
3060,0,0
3060,1,1
3062,0,0
3062,1,1
3064,0,0
3064,1,1
3066,0,0
3066,1,1
3068,0,0
3068,1,1
3070,0,0
3070,1,1
3072,0,0
3072,1,1
3074,0,0
3074,1,1
3076,0,0
3076,1,1
3078,0,0
3078,1,1
3080,0,0
3080,1,1
3082,0,0
3082,1,1
3084,0,0
3084,1,1
3086,0,0
3086,1,1
3088,0,0
3088,1,1
3090,0,0
3090,1,1
3092,0,0
3092,1,1
3094,0,0
3094,1,1
3096,0,0
3096,1,1
3098,0,0
3098,1,1
3100,0,0
3100,1,1
3102,0,0
3102,1,1
3104,0,0
3104,1,1
3106,0,0
3106,1,1
3108,0,0
3108,1,1
3110,0,0
3110,1,1
3112,0,0
3112,1,1
3114,0,0
3114,1,1
3116,0,0
3116,1,1
3118,0,0
3118,1,1
3120,0,0
3120,1,1
3122,0,0
3122,1,1
3124,0,0
3124,1,1
3126,0,0
3126,1,1
3128,0,0
3128,1,1
3130,0,0
3130,1,1
3132,0,0
3132,1,1
3134,0,0
3134,1,1
3136,0,0
3136,1,1
3138,0,0
3138,1,1
3140,0,0
3140,1,1
3142,0,0
3142,1,1
3144,0,0
3144,1,1
3146,0,0
3146,1,1
3148,0,0
3148,1,1
3150,0,0
3150,1,1
3152,0,0
3152,1,1
3154,0,0
3154,1,1
3156,0,0
3156,1,1
3158,0,0
3158,1,1
3160,0,0
3160,1,1
3162,0,0
3162,1,1
3164,0,0
3164,1,1
3166,0,0
3166,1,1
3168,0,0
3168,1,1
3170,0,0
3170,1,1
3172,0,0
3172,1,1
3174,0,0
3174,1,1
3176,0,0
3176,1,1
3178,0,0
3178,1,1
3180,0,0
3180,1,1
3182,0,0
3182,1,1
3184,0,0
3184,1,1
3186,0,0
3186,1,1
3188,0,0
3188,1,1
3190,0,0
3190,1,1
3192,0,0
3192,1,1
3194,0,0
3194,1,1
3196,0,0
3196,1,1
3198,0,0
3198,1,1
3200,0,0
3200,1,1
3202,0,0
3202,1,1
3204,0,0
3204,1,1
3206,0,0
3206,1,1
3208,0,0
3208,1,1
3210,0,0
3210,1,1
3212,0,0
3212,1,1
3214,0,0
3214,1,1
3216,0,0
3216,1,1
3218,0,0
3218,1,1
3220,0,0
3220,1,1
3222,0,0
3222,1,1
3224,0,0
3224,1,1
3226,0,0
3226,1,1
3228,0,0
3228,1,1
3230,0,0
3230,1,1
3232,0,0
3232,1,1
3234,0,0
3234,1,1
3236,0,0
3236,1,1
3238,0,0
3238,1,1
3240,0,0
3240,1,1
3242,0,0
3242,1,1
3244,0,0
3244,1,1
3246,0,0
3246,1,1
3248,0,0
3248,1,1
3250,0,0
3250,1,1
3252,0,0
3252,1,1
3254,0,0
3254,1,1
3256,0,0
3256,1,1
3258,0,0
3258,1,1
3260,0,0
3260,1,1
3262,0,0
3262,1,1
3264,0,0
3264,1,1
3266,0,0
3266,1,1
3268,0,0
3268,1,1
3270,0,0
3270,1,1
3272,0,0
3272,1,1
3274,0,0
3274,1,1
3276,0,0
3276,1,1
3278,0,0
3278,1,1
3280,0,0
3280,1,1
3282,0,0
3282,1,1
3284,0,0
3284,1,1
3286,0,0
3286,1,1
3288,0,0
3288,1,1
3290,0,0
3290,1,1
3292,0,0
3292,1,1
3294,0,0
3294,1,1
3296,0,0
3296,1,1
3298,0,0
3298,1,1
3300,0,0
3300,1,1
3302,0,0
3302,1,1
3304,0,0
3304,1,1
3306,0,0
3306,1,1
3308,0,0
3308,1,1
3310,0,0
3310,1,1
3312,0,0
3312,1,1
3314,0,0
3314,1,1
3316,0,0
3316,1,1
3318,0,0
3318,1,1
3320,0,0
3320,1,1
3322,0,0
3322,1,1
3324,0,0
3324,1,1
3326,0,0
3326,1,1
3328,0,0
3328,1,1
3330,0,0
3330,1,1
3332,0,0
3332,1,1
3334,0,0
3334,1,1
3336,0,0
3336,1,1
3338,0,0
3338,1,1
3340,0,0
3340,1,1
3342,0,0
3342,1,1
3344,0,0
3344,1,1
3346,0,0
3346,1,1
3348,0,0
3348,1,1
3350,0,0
3350,1,1
3352,0,0
3352,1,1
3354,0,0
3354,1,1
3356,0,0
3356,1,1
3358,0,0
3358,1,1
3360,0,0
3360,1,1
3362,0,0
3362,1,1
3364,0,0
3364,1,1
3366,0,0
3366,1,1
3368,0,0
3368,1,1
3370,0,0
3370,1,1
3372,0,0
3372,1,1
3374,0,0
3374,1,1
3376,0,0
3376,1,1
3378,0,0
3378,1,1
3380,0,0
3380,1,1
3382,0,0
3382,1,1
3384,0,0
3384,1,1
3386,0,0
3386,1,1
3388,0,0
3388,1,1
3390,0,0
3390,1,1
3392,0,0
3392,1,1
3394,0,0
3394,1,1
3396,0,0
3396,1,1
3398,0,0
3398,1,1
3400,0,0
3400,1,1
3402,0,0
3402,1,1
3404,0,0
3404,1,1
3406,0,0
3406,1,1
3408,0,0
3408,1,1
3410,0,0
3410,1,1
3412,0,0
3412,1,1
3414,0,0
3414,1,1
3416,0,0
3416,1,1
3418,0,0
3418,1,1
3420,0,0
3420,1,1
3422,0,0
3422,1,1
3424,0,0
3424,1,1
3426,0,0
3426,1,1
3428,0,0
3428,1,1
3430,0,0
3430,1,1
3432,0,0
3432,1,1
3434,0,0
3434,1,1
3436,0,0
3436,1,1
3438,0,0
3438,1,1
3440,0,0
3440,1,1
3442,0,0
3442,1,1
3444,0,0
3444,1,1
3446,0,0
3446,1,1
3448,0,0
3448,1,1
3450,0,0
3450,1,1
3452,0,0
3452,1,1
3454,0,0
3454,1,1
3456,0,0
3456,1,1
3458,0,0
3458,1,1
3460,0,0
3460,1,1
3462,0,0
3462,1,1
3464,0,0
3464,1,1
3466,0,0
3466,1,1
3468,0,0
3468,1,1
3470,0,0
3470,1,1
3472,0,0
3472,1,1
3474,0,0
3474,1,1
3476,0,0
3476,1,1
3478,0,0
3478,1,1
3480,0,0
3480,1,1
3482,0,0
3482,1,1
3484,0,0
3484,1,1
3486,0,0
3486,1,1
3488,0,0
3488,1,1
3490,0,0
3490,1,1
3492,0,0
3492,1,1
3494,0,0
3494,1,1
3496,0,0
3496,1,1
3498,0,0
3498,1,1
3500,0,0
3500,1,1
3502,0,0
3502,1,1
3504,0,0
3504,1,1
3506,0,0
3506,1,1
3508,0,0
3508,1,1
3510,0,0
3510,1,1
3512,0,0
3512,1,1
3514,0,0
3514,1,1
3516,0,0
3516,1,1
3518,0,0
3518,1,1
3520,0,0
3520,1,1
3522,0,0
3522,1,1
3524,0,0
3524,1,1
3526,0,0
3526,1,1
3528,0,0
3528,1,1
3530,0,0
3530,1,1
3532,0,0
3532,1,1
3534,0,0
3534,1,1
3536,0,0
3536,1,1
3538,0,0
3538,1,1
3540,0,0
3540,1,1
3542,0,0
3542,1,1
3544,0,0
3544,1,1
3546,0,0
3546,1,1
3548,0,0
3548,1,1
3550,0,0
3550,1,1
3552,0,0
3552,1,1
3554,0,0
3554,1,1
3556,0,0
3556,1,1
3558,0,0
3558,1,1
3560,0,0
3560,1,1
3562,0,0
3562,1,1
3564,0,0
3564,1,1
3566,0,0
3566,1,1
3568,0,0
3568,1,1
3570,0,0
3570,1,1
3572,0,0
3572,1,1
3574,0,0
3574,1,1
3576,0,0
3576,1,1
3578,0,0
3578,1,1
3580,0,0
3580,1,1
3582,0,0
3582,1,1
3584,0,0
3584,1,1
3586,0,0
3586,1,1
3588,0,0
3588,1,1
3590,0,0
3590,1,1
3592,0,0
3592,1,1
3594,0,0
3594,1,1
3596,0,0
3596,1,1
3598,0,0
3598,1,1
3600,0,0
3600,1,1
3602,0,0
3602,1,1
3604,0,0
3604,1,1
3606,0,0
3606,1,1
3608,0,0
3608,1,1
3610,0,0
3610,1,1
3612,0,0
3612,1,1
3614,0,0
3614,1,1
3616,0,0
3616,1,1
3618,0,0
3618,1,1
3620,0,0
3620,1,1
3622,0,0
3622,1,1
3624,0,0
3624,1,1
3626,0,0
3626,1,1
3628,0,0
3628,1,1
3630,0,0
3630,1,1
3632,0,0
3632,1,1
3634,0,0
3634,1,1
3636,0,0
3636,1,1
3638,0,0
3638,1,1
3640,0,0
3640,1,1
3642,0,0
3642,1,1
3644,0,0
3644,1,1
3646,0,0
3646,1,1
3648,0,0
3648,1,1
3650,0,0
3650,1,1
3652,0,0
3652,1,1
3654,0,0
3654,1,1
3656,0,0
3656,1,1
3658,0,0
3658,1,1
3660,0,0
3660,1,1
3662,0,0
3662,1,1
3664,0,0
3664,1,1
3666,0,0
3666,1,1
3668,0,0
3668,1,1
3670,0,0
3670,1,1
3672,0,0
3672,1,1
3674,0,0
3674,1,1
3676,0,0
3676,1,1
3678,0,0
3678,1,1
3680,0,0
3680,1,1
3682,0,0
3682,1,1
3684,0,0
3684,1,1
3686,0,0
3686,1,1
3688,0,0
3688,1,1
3690,0,0
3690,1,1
3692,0,0
3692,1,1
3694,0,0
3694,1,1
3696,0,0
3696,1,1
3698,0,0
3698,1,1
3700,0,0
3700,1,1
3702,0,0
3702,1,1
3704,0,0
3704,1,1
3706,0,0
3706,1,1
3708,0,0
3708,1,1
3710,0,0
3710,1,1
3712,0,0
3712,1,1
3714,0,0
3714,1,1
3716,0,0
3716,1,1
3718,0,0
3718,1,1
3720,0,0
3720,1,1
3722,0,0
3722,1,1
3724,0,0
3724,1,1
3726,0,0
3726,1,1
3728,0,0
3728,1,1
3730,0,0
3730,1,1
3732,0,0
3732,1,1
3734,0,0
3734,1,1
3736,0,0
3736,1,1
3738,0,0
3738,1,1
3740,0,0
3740,1,1
3742,0,0
3742,1,1
3744,0,0
3744,1,1
3746,0,0
3746,1,1
3748,0,0
3748,1,1
3750,0,0
3750,1,1
3752,0,0
3752,1,1
3754,0,0
3754,1,1
3756,0,0
3756,1,1
3758,0,0
3758,1,1
3760,0,0
3760,1,1
3762,0,0
3762,1,1
3764,0,0
3764,1,1
3766,0,0
3766,1,1
3768,0,0
3768,1,1
3770,0,0
3770,1,1
3772,0,0
3772,1,1
3774,0,0
3774,1,1
3776,0,0
3776,1,1
3778,0,0
3778,1,1
3780,0,0
3780,1,1
3782,0,0
3782,1,1
3784,0,0
3784,1,1
3786,0,0
3786,1,1
3788,0,0
3788,1,1
3790,0,0
3790,1,1
3792,0,0
3792,1,1
3794,0,0
3794,1,1
3796,0,0
3796,1,1
3798,0,0
3798,1,1
3800,0,0
3800,1,1
3802,0,0
3802,1,1
3804,0,0
3804,1,1
3806,0,0
3806,1,1
3808,0,0
3808,1,1
3810,0,0
3810,1,1
3812,0,0
3812,1,1
3814,0,0
3814,1,1
3816,0,0
3816,1,1
3818,0,0
3818,1,1
3820,0,0
3820,1,1
3822,0,0
3822,1,1
3824,0,0
3824,1,1
3826,0,0
3826,1,1
3828,0,0
3828,1,1
3830,0,0
3830,1,1
3832,0,0
3832,1,1
3834,0,0
3834,1,1
3836,0,0
3836,1,1
3838,0,0
3838,1,1
3840,0,0
3840,1,1
3842,0,0
3842,1,1
3844,0,0
3844,1,1
3846,0,0
3846,1,1
3848,0,0
3848,1,1
3850,0,0
3850,1,1
3852,0,0
3852,1,1
3854,0,0
3854,1,1
3856,0,0
3856,1,1
3858,0,0
3858,1,1
3860,0,0
3860,1,1
3862,0,0
3862,1,1
3864,0,0
3864,1,1
3866,0,0
3866,1,1
3868,0,0
3868,1,1
3870,0,0
3870,1,1
3872,0,0
3872,1,1
3874,0,0
3874,1,1
3876,0,0
3876,1,1
3878,0,0
3878,1,1
3880,0,0
3880,1,1
3882,0,0
3882,1,1
3884,0,0
3884,1,1
3886,0,0
3886,1,1
3888,0,0
3888,1,1
3890,0,0
3890,1,1
3892,0,0
3892,1,1
3894,0,0
3894,1,1
3896,0,0
3896,1,1
3898,0,0
3898,1,1
3900,0,0
3900,1,1
3902,0,0
3902,1,1
3904,0,0
3904,1,1
3906,0,0
3906,1,1
3908,0,0
3908,1,1
3910,0,0
3910,1,1
3912,0,0
3912,1,1
3914,0,0
3914,1,1
3916,0,0
3916,1,1
3918,0,0
3918,1,1
3920,0,0
3920,1,1
3922,0,0
3922,1,1
3924,0,0
3924,1,1
3926,0,0
3926,1,1
3928,0,0
3928,1,1
3930,0,0
3930,1,1
3932,0,0
3932,1,1
3934,0,0
3934,1,1
3936,0,0
3936,1,1
3938,0,0
3938,1,1
3940,0,0
3940,1,1
3942,0,0
3942,1,1
3944,0,0
3944,1,1
3946,0,0
3946,1,1
3948,0,0
3948,1,1
3950,0,0
3950,1,1
3952,0,0
3952,1,1
3954,0,0
3954,1,1
3956,0,0
3956,1,1
3958,0,0
3958,1,1
3960,0,0
3960,1,1
3962,0,0
3962,1,1
3964,0,0
3964,1,1
3966,0,0
3966,1,1
3968,0,0
3968,1,1
3970,0,0
3970,1,1
3972,0,0
3972,1,1
3974,0,0
3974,1,1
3976,0,0
3976,1,1
3978,0,0
3978,1,1
3980,0,0
3980,1,1
3982,0,0
3982,1,1
3984,0,0
3984,1,1
3986,0,0
3986,1,1
3988,0,0
3988,1,1
3990,0,0
3990,1,1
3992,0,0
3992,1,1
3994,0,0
3994,1,1
3996,0,0
3996,1,1
3998,0,0
3998,1,1
4000,0,0
4000,1,1
4002,0,0
4002,1,1
4004,0,0
4004,1,1
4006,0,0
4006,1,1
4008,0,0
4008,1,1
4010,0,0
4010,1,1
4012,0,0
4012,1,1
4014,0,0
4014,1,1
4016,0,0
4016,1,1
4018,0,0
4018,1,1
4020,0,0
4020,1,1
4022,0,0
4022,1,1
4024,0,0
4024,1,1
4026,0,0
4026,1,1
4028,0,0
4028,1,1
4030,0,0
4030,1,1
4032,0,0
4032,1,1
4034,0,0
4034,1,1
4036,0,0
4036,1,1
4038,0,0
4038,1,1
4040,0,0
4040,1,1
4042,0,0
4042,1,1
4044,0,0
4044,1,1
4046,0,0
4046,1,1
4048,0,0
4048,1,1
4050,0,0
4050,1,1
4052,0,0
4052,1,1
4054,0,0
4054,1,1
4056,0,0
4056,1,1
4058,0,0
4058,1,1
4060,0,0
4060,1,1
4062,0,0
4062,1,1
4064,0,0
4064,1,1
4066,0,0
4066,1,1
4068,0,0
4068,1,1
4070,0,0
4070,1,1
4072,0,0
4072,1,1
4074,0,0
4074,1,1
4076,0,0
4076,1,1
4078,0,0
4078,1,1
4080,0,0
4080,1,1
4082,0,0
4082,1,1
4084,0,0
4084,1,1
4086,0,0
4086,1,1
4088,0,0
4088,1,1
4090,0,0
4090,1,1
4092,0,0
4092,1,1
4094,0,0
4094,1,1
4096,0,0
4096,1,1
4098,0,0
4098,1,1
4100,0,0
4100,1,1
4102,0,0
4102,1,1
4104,0,0
4104,1,1
4106,0,0
4106,1,1
4108,0,0
4108,1,1
4110,0,0
4110,1,1
4112,0,0
4112,1,1
4114,0,0
4114,1,1
4116,0,0
4116,1,1
4118,0,0
4118,1,1
4120,0,0
4120,1,1
4122,0,0
